305.051	232.811	290	75.4	154
303.695	224.73	251	65.26	154
294.11	228.13	267	66.75	154
310.419	221.005	264	66	153
322.18	227.46	276	77.28	154
314.983	234.456	281	70.25	154
298.171	213.084	190	51.3	154
304.788	218.549	199	53.73	154
305.207	206.545	204	55.08	154
287.502	237.834	271	75.88	153
313.253	213.008	223	55.75	154
297.74	237.371	263	76.27	153
305.483	231.775	308	83.16	153
306.696	214.725	253	63.25	154
269.574	243.227	252	78.12	153
285.463	226.17	248	64.48	153
278.355	238.21	264	79.2	153
272.915	227.331	245	58.8	153
