79.3261	321.038	36	23.4	163
104.323	260.034	31	19.53	164
203.517	324.944	33	23.76	170
379.186	200.752	22	12.54	6.00001
142.174	160.086	28	14	166
380.294	267.054	26	17.68	7
106.227	260.682	29	18.27	168
239.14	160.157	31	14.88	168
202.94	325.269	38	22.8	167
532.507	209	30	17.7	14
143.797	159.948	29	15.66	164
123.402	207.321	30	18	163
102.207	260.55	33	19.14	164
533.718	210.629	34	17	8.99999
125.01	205.833	30	19.5	164
564.094	328.108	34	23.12	21
77.5926	321.259	32	21.12	153
539.304	235.744	51	39.78	35
228.756	186.13	54	33.48	139
