261.462	115.536	139	62.55	41
261.962	115.679	120	52.8	41
268.714	117.33	139	58.38	42
123.5	257.507	137	57.54	42
194.758	185.758	140	63	41
130.498	258.468	141	62.04	41
198.622	189.539	128	56.32	38
259.059	109.878	144	59.04	40
252.194	112.954	118	47.2	43
193.854	188.716	63	54.81	43
258.535	109.595	130	53.3	41
130.064	258.297	62	60.14	77
245.87	108.492	124	49.6	42
188.404	183.31	135	54	42
131.425	257.781	119	53.55	42
191.222	188.444	121	52.03	41
179.5	183.491	136	54.4	43
138.483	259.675	126	56.7	40
182.746	183.436	116	48.72	42
257.407	113.17	96	44.16	41
188.9	183.381	150	60	42
206.409	196.184	112	50.4	38
261.389	114.944	66	57.42	63
253.02	114.171	105	47.25	39
187.724	186.485	57	48.45	49
196.718	186.75	122	46.36	38
260.274	120.041	119	42.84	38
